brand,name,models,color,ram,storage,rom,screen,screen_size,sim,os,behind_camera,front_camera,url,error_url
Samsung,C520,GT-P8220,"['White', ' Red', ' Black']",['KB'],['600'],-1,"TFT, 65K colors","1.67 inches, 8.8 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['VGA'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_c520-1971.php,-1
Samsung,C520,GT-P8220,"['White', ' Red', ' Black']",['KB'],['600'],-1,"TFT, 65K colors","1.67 inches, 8.8 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['VGA'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_c520-1971.php,-1
Samsung,C520,GT-P8220,"['White', ' Red', ' Black']",['KB'],['600'],-1,"TFT, 65K colors","1.67 inches, 8.8 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['VGA'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_c520-1971.php,-1
Samsung,C520,GT-P8220,"['White', ' Red', ' Black']",['KB'],['600'],-1,"TFT, 65K colors","1.67 inches, 8.8 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['VGA'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_c520-1971.php,-1
Samsung,F520,GT-P8220,['Black'],['KB'],['600'],-1,"TFT resistive touchscreen, 256K colors","3.0 inches, 24.9 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['3.15 MP'],['Yes'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_f520-1856.php,-1
Samsung,F520,GT-P8220,['Black'],['KB'],['600'],-1,"TFT resistive touchscreen, 256K colors","3.0 inches, 24.9 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['3.15 MP'],['Yes'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_f520-1856.php,-1
Samsung,F520,GT-P8220,['Black'],['KB'],['600'],-1,"TFT resistive touchscreen, 256K colors","3.0 inches, 24.9 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['3.15 MP'],['Yes'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_f520-1856.php,-1
Samsung,F520,GT-P8220,['Black'],['KB'],['600'],-1,"TFT resistive touchscreen, 256K colors","3.0 inches, 24.9 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['3.15 MP'],['Yes'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_f520-1856.php,-1
Samsung,F520,GT-P8220,['Black'],['KB'],['600'],-1,"TFT resistive touchscreen, 256K colors","3.0 inches, 24.9 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['3.15 MP'],['Yes'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_f520-1856.php,-1
Samsung,F520,GT-P8220,['Black'],['KB'],['600'],-1,"TFT resistive touchscreen, 256K colors","3.0 inches, 24.9 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['3.15 MP'],['Yes'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_f520-1856.php,-1
Samsung,U700,GT-P8220,"['Blue/Violet', ' Silver/White', ' Gold/Chocolate']",['(depending'],['20/40MB'],-1,"TFT, 256K colors","2.2 inches, 15.0 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,"['3.15 MP, AF']",['VGA videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_u700-1852.php,-1
Samsung,U700,GT-P8220,"['Blue/Violet', ' Silver/White', ' Gold/Chocolate']",['(depending'],['20/40MB'],-1,"TFT, 256K colors","2.2 inches, 15.0 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,"['3.15 MP, AF']",['VGA videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_u700-1852.php,-1
Samsung,U700,GT-P8220,"['Blue/Violet', ' Silver/White', ' Gold/Chocolate']",['(depending'],['20/40MB'],-1,"TFT, 256K colors","2.2 inches, 15.0 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,"['3.15 MP, AF']",['VGA videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_u700-1852.php,-1
Samsung,U700,GT-P8220,"['Blue/Violet', ' Silver/White', ' Gold/Chocolate']",['(depending'],['20/40MB'],-1,"TFT, 256K colors","2.2 inches, 15.0 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,"['3.15 MP, AF']",['VGA videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_u700-1852.php,-1
Samsung,U700,GT-P8220,"['Blue/Violet', ' Silver/White', ' Gold/Chocolate']",['(depending'],['20/40MB'],-1,"TFT, 256K colors","2.2 inches, 15.0 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,"['3.15 MP, AF']",['VGA videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_u700-1852.php,-1
Samsung,U700,GT-P8220,"['Blue/Violet', ' Silver/White', ' Gold/Chocolate']",['(depending'],['20/40MB'],-1,"TFT, 256K colors","2.2 inches, 15.0 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,"['3.15 MP, AF']",['VGA videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_u700-1852.php,-1
Samsung,U700,GT-P8220,"['Blue/Violet', ' Silver/White', ' Gold/Chocolate']",['(depending'],['20/40MB'],-1,"TFT, 256K colors","2.2 inches, 15.0 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,"['3.15 MP, AF']",['VGA videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_u700-1852.php,-1
Samsung,U700,GT-P8220,"['Blue/Violet', ' Silver/White', ' Gold/Chocolate']",['(depending'],['20/40MB'],-1,"TFT, 256K colors","2.2 inches, 15.0 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,"['3.15 MP, AF']",['VGA videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_u700-1852.php,-1
Samsung,U700,GT-P8220,"['Blue/Violet', ' Silver/White', ' Gold/Chocolate']",['(depending'],['20/40MB'],-1,"TFT, 256K colors","2.2 inches, 15.0 cm",Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,"['3.15 MP, AF']",['VGA videocall camera'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_u700-1852.php,-1
Nokia,6150,GT-P8220,['2'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6150-10.php,-1
Nokia,3210,GT-P8220,['User exchangeable front and back covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3210-6.php,-1
Nokia,3210,GT-P8220,['User exchangeable front and back covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3210-6.php,-1
Nokia,3210,GT-P8220,['User exchangeable front and back covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3210-6.php,-1
Nokia,7110,GT-P8220,['Dark green'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_7110-15.php,-1
Nokia,6210,GT-P8220,"['Black Night', ' Grey Dusk and Red Sunset']",['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6210-12.php,-1
Nokia,8810,GT-P8220,['Metallic'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8810-20.php,-1
Nokia,6250,GT-P8220,"['Black Night', ' Grey Dusk and Red Sunset']",['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6250-13.php,-1
Nokia,8850,GT-P8220,['Metallic'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8850-21.php,-1
Nokia,8210,GT-P8220,['6 Xpress-on covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8210-19.php,-1
Nokia,8890,GT-P8220,['Metallic'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8890-22.php,-1
Nokia,3310,GT-P8220,['User exchangeable front and back covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,Microsoft Windows Mobile 5.0 Smartphone,['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3310-192.php,-1
Nokia,9210 Communicator,GT-P8220,['Black'],['(depending'],['20/40MB'],-1,"TFT, 4096 colors","4.5 inches, 110 x 35 mm, 37.2 cm",Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_9210_communicator-210.php,-1
Nokia,8250,GT-P8220,['Xpress-on covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8250-217.php,-1
Nokia,3330,GT-P8220,['User exchangeable front and back covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3330-239.php,-1
Nokia,3350,GT-P8220,['User exchangeable front and back covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3350-294.php,-1
Nokia,6310,GT-P8220,"['3 - Jet Black', ' Lightening Silver and Laser Red']",['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6310-240.php,-1
Nokia,8310,GT-P8220,['9 Xpress-on covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8310-241.php,-1
Nokia,8310,GT-P8220,['9 Xpress-on covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8310-241.php,-1
Nokia,5210,GT-P8220,"['Burned Orange', ' four Xpress-on shells as accessories']",['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_5210-286.php,-1
Nokia,8855,GT-P8220,['Black'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8855-296.php,-1
Nokia,6500,GT-P8220,"['Beige', ' four Xpress-on front-back covers as accessories']",['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6500-295.php,-1
Nokia,6510,GT-P8220,"['Beige', ' four Xpress-on front-back covers as accessories']",['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6510-287.php,-1
Nokia,8910,GT-P8220,['2 - Natural Titanium and Black'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8910-310.php,-1
Nokia,8910,GT-P8220,['2 - Natural Titanium and Black'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8910-310.php,-1
Nokia,3410,GT-P8220,['Xpress-on front and back covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3410-315.php,-1
Nokia,3510,GT-P8220,['Xpress-on covers'],['(depending'],['20/40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3510-316.php,-1
Nokia,6310i,GT-P8220,"['3 - Jet Black', ' Mistral Beige', ' Lightning Silver']",['(depending'],['20/40MB'],-1,Backlit full graphics,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6310i-317.php,-1
Nokia,7210,GT-P8220,"['3 - Turquoise', ' Orange', ' and Brown']",['(depending'],['20/40MB'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_7210-318.php,-1
Nokia,9210i Communicator,GT-P8220,['Black'],['8MB'],['40MB'],-1,"TFT, 4096 colors","4.5 inches, 110 x 35 mm, 37.2 cm",Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_9210i_communicator-319.php,-1
Nokia,3610,GT-P8220,['Ttranslucent Xpress-on covers'],['8MB'],['40MB'],-1,Backlit full graphics,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3610-342.php,-1
Nokia,6610,GT-P8220,"['3 - Black', ' White', ' Grey']",['8MB'],['40MB'],-1,"CSTN, 4096 colors","1.5 inches, 7.3 cm",Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6610-334.php,-1
Nokia,3510i,GT-P8220,['Xpress-on covers'],['8MB'],['40MB'],-1,"CSTN, 4096 colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3510i-344.php,-1
Nokia,3530,GT-P8220,['Xpress-on covers'],['8MB'],['40MB'],-1,"CSTN, 4096 colors","1.5 inches, 6.7 cm",Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3530-357.php,-1
Nokia,3530,GT-P8220,['Xpress-on covers'],['8MB'],['40MB'],-1,"CSTN, 4096 colors","1.5 inches, 6.7 cm",Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3530-357.php,-1
Nokia,3530,GT-P8220,['Xpress-on covers'],['8MB'],['40MB'],-1,"CSTN, 4096 colors","1.5 inches, 6.7 cm",Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3530-357.php,-1
Nokia,2100,GT-P8220,"['3 (Yellow', ' Green', ' and Grey) + Xpress-on covers']",['8MB'],['40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2100-366.php,-1
Nokia,2100,GT-P8220,"['3 (Yellow', ' Green', ' and Grey) + Xpress-on covers']",['8MB'],['40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2100-366.php,-1
Nokia,2100,GT-P8220,"['3 (Yellow', ' Green', ' and Grey) + Xpress-on covers']",['8MB'],['40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2100-366.php,-1
Nokia,2100,GT-P8220,"['3 (Yellow', ' Green', ' and Grey) + Xpress-on covers']",['8MB'],['40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2100-366.php,-1
Nokia,2100,GT-P8220,"['3 (Yellow', ' Green', ' and Grey) + Xpress-on covers']",['8MB'],['40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2100-366.php,-1
Nokia,2100,GT-P8220,"['3 (Yellow', ' Green', ' and Grey) + Xpress-on covers']",['8MB'],['40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2100-366.php,-1
Nokia,2100,GT-P8220,"['3 (Yellow', ' Green', ' and Grey) + Xpress-on covers']",['8MB'],['40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2100-366.php,-1
Nokia,2100,GT-P8220,"['3 (Yellow', ' Green', ' and Grey) + Xpress-on covers']",['8MB'],['40MB'],-1,Monochrome graphic,,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2100-366.php,-1
Samsung,T439,GT-P8220,['Black'],['8MB'],['40MB'],-1,"UFB, 65K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_t439-2217.php,-1
Samsung,T439,GT-P8220,['Black'],['8MB'],['40MB'],-1,"UFB, 65K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_t439-2217.php,-1
Samsung,T439,GT-P8220,['Black'],['8MB'],['40MB'],-1,"UFB, 65K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_t439-2217.php,-1
Samsung,A517,GT-P8220,['Black'],['8MB'],['40MB'],-1,"TFT, 256K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a517-2215.php,-1
Samsung,A517,GT-P8220,['Black'],['8MB'],['40MB'],-1,"TFT, 256K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a517-2215.php,-1
Samsung,A517,GT-P8220,['Black'],['8MB'],['40MB'],-1,"TFT, 256K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a517-2215.php,-1
Samsung,A517,GT-P8220,['Black'],['8MB'],['40MB'],-1,"TFT, 256K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a517-2215.php,-1
Samsung,A517,GT-P8220,['Black'],['8MB'],['40MB'],-1,"TFT, 256K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a517-2215.php,-1
Samsung,A517,GT-P8220,['Black'],['8MB'],['40MB'],-1,"TFT, 256K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a517-2215.php,-1
Samsung,A517,GT-P8220,['Black'],['8MB'],['40MB'],-1,"TFT, 256K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a517-2215.php,-1
Samsung,A517,GT-P8220,['Black'],['8MB'],['40MB'],-1,"TFT, 256K colors",,Mini-SIM,"Open Symbian, based on Symbian v6.0, Series 80 UI",['1.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/samsung_a517-2215.php,-1
